,movieId,rating,userId
57295,1276,3.5,10806598
47970,1639,5.0,3040072
77555,1097,3.5,12834701
47974,719,3.0,3807569
61019,441,5.0,9257772
2195,1914,3.0,12631414
71244,378,5.0,2147873
48322,438,3.0,16884548
67533,1196,4.0,1209254
74372,1136,4.0,5423150
16816,1380,4.0,12960564
17272,4033,5.0,10034868
60443,2412,3.0,8997392
50697,7153,3.5,19636765
35260,2290,3.0,7158253
59055,1210,5.0,16911892
29991,2279,3.0,4871673
25124,494,4.0,6008203
62375,8033,5.0,1547245
44058,105,3.5,18981772
24035,902,4.0,14904902
74046,2028,4.5,8332736
61355,6979,3.0,15010867
8339,2248,4.0,699715
48999,8950,5.0,8541488
52170,69122,4.0,16045431
1931,3927,4.0,19212653
43679,141,4.0,15277772
80119,912,5.0,7345913
22893,3987,4.0,10493095
17873,55553,3.0,183264
66743,1950,4.0,310876
74141,3911,4.0,11601762
5053,924,4.5,6660215
11562,8534,4.0,12608428
22091,5530,4.0,4125877
76358,1086,3.5,15889473
8912,1580,3.5,8282673
30314,333,3.5,11697047
81759,272,3.0,652599
84228,491,3.5,15370861
69944,64614,4.0,12229644
35839,10,4.0,7591010
69933,468,3.5,12270438
50802,668,5.0,4428112
25265,3339,3.5,10443032
60402,1965,4.5,19724943
75356,2427,3.5,18574358
27253,3684,4.0,18232776
28860,47,3.0,8118786
13542,3448,4.0,6453070
40497,1249,4.0,19590722
2188,2528,3.0,16595014
8118,1210,4.5,9914274
58512,3697,3.0,9216290
81284,2791,5.0,3903087
23922,106782,3.5,3774044
36574,7139,3.0,11957897
50645,3147,4.5,10399935
66582,377,4.0,836812
8578,1136,5.0,4809394
34704,446,3.0,13773354
19088,6953,4.0,11706316
73692,26662,5.0,19502277
80030,7984,3.0,2173091
19425,3476,4.0,4640525
70722,1080,3.5,13293481
72212,3752,4.0,7658862
22933,6539,3.5,11102902
52623,6323,3.5,10435994
67669,2804,4.0,12384423
79438,2282,4.0,8809179
35759,4085,5.0,14036617
79346,1653,4.5,14067070
54165,8874,4.0,17249741
39624,4306,4.0,565333
79655,4022,3.5,3964026
34556,6988,4.0,19047068
84208,1284,4.5,13900699
68683,1212,4.0,17672050
84276,62,4.5,5078713
83470,551,4.0,19102829
36782,26662,4.0,18462837
28299,4406,5.0,11274184
81198,4086,4.0,15259984
34767,292,3.0,15456092
62396,539,4.0,18627938
29470,3147,5.0,12759812
28875,3155,3.0,17881427
64892,3675,4.0,14968395
77385,4886,3.5,3340698
43573,2628,3.0,13748761
60462,595,5.0,18336993
55826,32,3.5,17147292
8757,7156,4.0,13760781
7902,2916,4.0,11252251
36467,7028,4.0,18206148
78292,6100,3.0,11018744
10526,5361,3.0,4293855
66326,3654,4.0,16204049
19015,4571,3.0,12180724
28677,3624,4.0,14819046
8589,38061,4.0,16748988
43293,1517,4.5,12272402
78948,4886,4.0,12893051
13159,1029,3.0,10034868
80483,207,4.0,9827794
55623,235,5.0,1025257
59699,6218,5.0,4822879
27587,417,4.0,5314934
53935,2100,3.0,14020507
15252,4857,5.0,18143475
1371,6308,3.0,12385405
56919,316,3.0,3689101
53169,3219,3.5,16554059
77684,30793,3.0,19057677
40181,4351,5.0,2886632
30557,1753,3.5,3892084
38619,337,3.5,5514059
21454,4027,3.5,506484
73441,71535,3.5,19231085
29198,5449,4.5,18242690
37984,1639,4.0,13893591
4542,3018,4.0,17370673
22876,2083,3.0,14502773
42019,3412,3.0,19532211
33655,33493,5.0,1974466
30287,33679,4.0,17277317
31854,4128,3.5,3650004
27969,232,5.0,606752
71874,858,4.5,5389984
31484,2105,3.0,10955483
8045,30707,4.0,7377060
75235,3105,4.0,3287224
85775,648,3.5,14139046
4476,7153,5.0,19782114
2707,3186,3.5,5984164
80226,3948,4.0,13072942
59861,2263,3.0,11314888
45241,36517,4.0,13602002
42522,9,4.0,16620394
48544,2948,3.0,18290930
52104,109848,4.0,11640304
70363,350,4.0,19618781
28663,1096,5.0,7483509
55521,4973,5.0,3560774
76353,1587,3.0,5964623
5019,165,5.0,512877
2410,4235,3.5,16926325
62857,4541,3.0,17428077
78398,2713,3.0,2908208
13959,2004,3.0,17372013
70559,1641,3.5,15148035
49326,2947,4.0,8053237
79984,2683,3.0,15047284
12726,3930,4.0,5828634
6828,3148,3.5,4238951
34497,1625,4.0,5267550
41966,4638,3.5,4585515
22447,1077,3.0,11582508
30635,1378,3.0,12888335
2948,5505,5.0,5926796
56083,8376,3.5,16557167
57995,2959,5.0,3534715
67667,339,3.0,13506253
46773,253,4.0,12791604
65747,1228,5.0,6138852
6370,5540,3.0,11033640
85070,1387,3.0,3023104
68912,1285,5.0,10088931
44218,2729,5.0,11359949
4272,1542,3.0,16552809
61678,5477,4.5,19149784
67946,4169,4.0,15707083
26637,32,4.5,13446134
64186,851,4.0,19209777
65402,54286,3.5,13424292
70579,1089,5.0,13193571
14301,3450,3.0,10431012
19595,8874,4.0,3814052
49738,79132,4.0,15015849
4847,1259,4.0,12715109
5488,368,3.0,369583
4045,595,3.0,8422556
55363,43910,4.0,5605808
75132,1588,4.0,15788223
63901,3967,4.5,844545
39839,593,3.5,5422435
18734,44191,3.5,11081880
27642,356,3.5,12442773
36026,1690,4.5,4958244
17890,33493,3.5,8694569
11767,3452,3.0,5929189
85157,788,3.0,8109355
59382,1917,3.0,1892272
27746,104374,5.0,6059319
78004,362,4.0,6196648
83393,2881,4.0,7776151
6949,3499,3.0,17971211
7772,1307,4.5,2906601
38276,3527,4.0,18403076
80875,2900,3.0,18234545
33345,303,4.0,3855471
48171,36529,4.0,11878027
51762,2959,4.0,595357
51191,1121,4.5,18381430
58987,587,3.5,10112275
21156,2291,4.0,3113549
63857,555,5.0,10201773
83445,1047,3.0,17537114
10018,356,3.5,8252382
1697,72998,4.0,4430630
22077,3253,4.5,13089158
58404,6880,4.0,5329276
35041,1544,4.5,244793
17364,3897,4.5,537632
76729,1175,3.5,14946587
9859,7406,4.5,2430103
84835,6222,3.0,10125902
26458,2505,3.5,7295492
10100,1221,5.0,5567693
45177,6857,4.0,10047246
48121,1633,3.0,2826086
17571,44,3.0,4710466
44996,2183,3.5,14486699
13066,34,3.0,18380286
68734,27879,4.0,13950334
58194,4446,4.0,2730961
50695,608,4.0,16438824
35237,1375,4.0,8262991
43986,648,4.0,8496426
86224,2840,3.5,5284124
72807,1356,4.0,12243718
48669,72226,4.0,355599
20066,4995,4.0,9043597
8602,2162,3.0,8500588
49205,1614,3.0,6962055
39191,63446,3.5,2166377
52748,2671,3.5,12134162
68327,1272,4.5,19774023
67189,380,3.0,7942360
55600,586,5.0,1728028
57994,1573,3.0,12943114
58583,36,3.0,17741508
51588,1834,4.0,7173845
69166,5902,4.5,1244583
81536,1221,5.0,8133395
9852,1457,5.0,402625
56408,34405,3.5,15291257
29968,4027,4.0,19293864
67240,529,3.0,18618079
47530,45722,3.0,17554403
59220,1917,4.0,8425699
30505,1136,3.0,15792938
67163,141,5.0,13483820
16479,4886,5.0,3051592
80913,2346,3.0,18312667
44421,714,3.0,12659973
41499,1096,5.0,15573845
38341,508,5.0,12248701
19471,3984,4.0,18049404
31812,535,3.0,10713010
85807,1302,4.0,9230632
46868,11,5.0,16554059
72797,4478,4.0,14276304
87157,26585,3.0,18399701
79263,916,4.0,3070559
14809,2405,3.5,17535970
68783,6754,3.5,11282632
20990,33679,4.0,17477711
62680,1884,3.0,3350682
61564,380,4.5,8087905
38605,2501,4.0,17343400
72435,4714,3.5,857547
55573,2502,3.0,6062302
29296,100714,3.5,6431691
35064,780,3.0,7431677
85545,3405,4.0,13290177
29757,370,3.5,6156141
23223,8360,3.5,5169389
1821,852,3.0,4106891
72141,1291,4.5,14240387
38216,428,5.0,11912408
61311,1136,4.0,13092820
15870,3916,4.5,17379675
60377,2194,4.0,14796060
37538,2023,3.0,11189311
14721,1748,3.5,18057781
3483,2100,4.0,456492
41167,4848,5.0,6792562
3356,1020,4.0,12925754
73505,5618,3.5,260742
77837,1033,3.0,11821712
21367,7034,4.5,16314730
19375,5291,4.0,16351433
77724,2346,3.0,8304123
38563,5882,4.5,9703396
60004,98809,3.5,2593632
12485,4294,3.0,19006007
77478,349,3.0,13131130
5578,161,3.5,1315381
48389,55205,3.0,2398240
64120,40278,4.0,7288384
16620,2788,3.0,6381094
18816,44828,3.0,11742824
80931,508,3.0,2848090
26454,1385,3.5,18840548
80250,2003,3.0,19104794
13924,1210,3.0,17254527
72311,2571,5.0,226093
42545,49272,4.5,13849316
4652,21,5.0,327469
38779,1682,4.0,5523776
28048,7587,4.5,10518670
72024,1099,3.5,6427012
5382,1090,4.0,16748488
58755,4104,3.0,574960
7492,1212,4.0,3115353
6133,2700,5.0,8410375
48947,300,3.0,4607519
13563,339,3.5,12256524
14979,2154,3.0,9282659
35344,97938,3.5,8994017
14702,1241,3.0,8364116
55549,3698,4.0,4739775
75657,6791,4.5,1842209
77937,1858,3.0,8577280
2109,1610,3.0,6980221
5003,1213,3.5,2868129
35015,881,5.0,13718667
49591,1729,4.5,852565
23260,1375,3.5,2270770
15240,3317,4.0,8803965
8517,1303,5.0,3154449
15165,2664,3.5,17065261
46582,8188,4.0,14821797
38841,1285,3.5,753511
29930,2554,4.0,3592994
82872,3176,4.0,1875608
85601,74851,3.0,10568447
27680,8371,3.0,1917098
76208,2141,5.0,4678674
77543,1015,3.5,1291734
66941,6323,3.0,9002465
81267,1196,5.0,19741124
68101,1247,4.0,17343400
61797,1722,4.0,3849844
16917,2716,4.0,14013898
45482,2497,3.0,8116821
19071,54997,4.0,12962171
82694,1288,5.0,707020
42157,1748,4.0,10058837
83010,1246,3.5,11969650
11822,76175,3.5,16802551
72027,2657,5.0,794215
8603,2770,4.0,6716046
68837,632,3.5,13269317
17136,3101,4.0,1769643
56242,6067,4.5,2730961
3799,527,4.0,17786856
46935,1321,4.0,12888426
71281,2699,4.0,18095110
64928,1097,5.0,329308
13029,5349,5.0,6284897
39150,914,5.0,4435255
78234,1234,4.0,18606916
49796,2571,3.5,8940936
6507,45722,4.0,4152113
39236,70336,3.5,11198026
18918,1961,4.5,1564266
61164,1136,4.5,16637325
49217,3033,3.5,5805149
8307,2542,4.0,10962626
49854,239,3.5,4545794
23499,2467,4.5,10444372
77054,1307,5.0,1423598
42114,1396,4.0,3251271
10061,145,3.0,1440725
86223,59333,4.0,14264980
77194,5445,3.0,7236714
63706,524,5.0,15997065
49356,6185,4.0,17198695
66004,25865,4.0,3766311
85784,1414,3.5,7303083
50565,1376,4.0,16012103
27532,2840,3.0,17075870
55473,104,4.0,10646015
57072,60950,5.0,14279751
51453,95,4.0,17929525
46285,1235,3.0,17961871
21290,318,4.5,17884731
52060,595,5.0,18751051
70995,6874,4.5,1644424
81757,5752,3.0,9391501
12230,2000,3.5,13748761
71262,1104,5.0,3586672
86257,1274,4.0,13894538
77641,2410,3.0,3459952
75609,3071,3.5,11479007
33651,31952,3.5,4157936
54997,161,3.5,11557038
75442,2248,4.5,12302658
86718,6874,3.0,13876927
24237,3033,3.5,3933307
27394,605,4.0,13184211
8331,648,3.5,1876324
31860,37733,5.0,871622
14199,33679,4.0,14333743
62068,2188,3.0,14468125
67454,589,3.5,15519585
69116,1345,4.0,7420605
15243,852,4.0,10933872
915,39052,4.0,13787429
67877,68954,3.0,8258900
6852,6963,4.0,19792098
17927,40959,3.5,842152
9468,4022,5.0,14511151
66380,4974,4.0,8592765
66252,1230,4.0,14345924
59644,329,3.0,12030393
73841,3409,3.5,14033474
232,4890,4.0,2699884
23731,79357,4.0,854172
20454,6082,4.0,7320085
63868,34405,4.0,18465587
52651,724,3.5,8416697
13812,82459,3.0,15375773
9934,99813,4.0,17867800
52515,353,4.0,13366334
28815,1199,4.5,18452157
18724,357,3.5,10065945
30231,2133,4.0,15966613
18213,361,4.0,3607961
39949,3424,4.0,17147222
9261,5103,3.5,8154774
49974,1569,4.0,8678
52881,170,3.0,13507789
86775,4652,3.0,17488945
70754,6947,3.5,565333
71638,5693,3.0,17449491
29307,1653,3.5,8585228
69438,784,3.0,6119170
16639,40278,3.5,14305417
58210,224,3.0,17701626
31375,296,3.0,9827794
41704,50,5.0,6578022
52168,1256,5.0,9614327
64945,6377,4.0,13252062
34471,235,3.0,10593005
86056,592,3.0,2004132
32886,8813,4.0,6774200
33079,1235,5.0,2779685
55205,1302,4.0,4164974
34213,6565,5.0,10025705
25357,1920,4.0,15707083
58462,5816,3.0,209429
15980,30749,4.5,4547758
43579,95167,4.0,15959933
56011,1293,4.5,16176080
66263,349,3.5,17395785
66495,27773,4.0,12077152
1302,1233,5.0,3088366
85613,1213,3.0,17487409
31378,4446,4.0,15143123
10839,3535,3.5,17934402
76999,2694,3.0,3314407
63703,3697,3.0,12965118
2316,2687,3.0,11458343
46921,8983,4.0,2237567
77711,2137,4.5,11182989
22399,3968,3.0,3267185
51763,368,3.0,10248531
63259,3622,5.0,8855438
86964,2363,3.0,7459736
8441,1190,3.0,16182402
40555,5378,4.5,12779227
87327,1307,5.0,4151972
70538,2160,5.0,2004061
9687,4232,4.0,5581053
8929,3996,3.0,2979363
50562,11,4.0,15006509
74852,53972,3.5,12047486
40770,2124,4.5,10791560
5621,45447,3.0,19602117
49215,1748,4.0,15861505
68415,90866,3.5,18753086
24734,2099,4.0,13640045
22179,3408,5.0,3947291
79162,8641,3.5,17596608
76550,1320,4.0,9509843
12220,1265,3.0,6138298
15263,6503,4.5,2681094
47883,3578,5.0,12185565
11509,69640,4.0,6399078
61368,2028,5.0,12501355
19152,1214,5.0,19111402
16675,370,3.0,638453
9637,1466,3.0,3889923
35827,597,3.0,8765100
42924,3363,4.5,15964452
42497,2908,4.0,10034868
31791,904,5.0,12159828
28500,4369,3.5,9611290
36121,292,4.0,8345542
14726,1073,3.0,4314590
56353,1304,5.0,12850508
72543,348,5.0,9336330
10135,953,4.5,8572851
25764,6016,5.0,9505057
58378,1179,4.0,18473249
56316,1339,4.0,12180724
44596,3998,4.0,400822
21539,1135,3.0,8288441
29894,3978,3.0,2191791
11735,904,5.0,81173
33874,27006,4.0,15796671
43767,6502,3.0,6712046
17317,60487,5.0,3516408
14011,1682,3.5,8139092
63249,2288,4.0,11817193
46143,3742,4.0,14791844
72705,919,4.0,15618906
1233,1270,4.5,11719837
4838,471,5.0,11020780
59162,288,5.0,15632356
73984,248,3.0,15105920
41839,1964,5.0,12144146
5930,6002,3.0,19473861
53128,1104,3.5,4459223
65419,1228,5.0,6985757
51599,910,5.0,1282375
62549,2396,5.0,1046975
82726,5445,4.0,2608760
4877,2329,5.0,13244758
34828,4980,3.0,17292284
26816,1222,5.0,4669405
32595,4731,3.0,9595502
20486,5449,3.0,10257176
40488,3201,3.5,11241767
59990,515,4.0,18652193
55027,3006,3.5,3166040
36723,5679,3.0,10254461
39058,364,4.5,8694569
35148,700,4.0,2194774
30490,974,3.0,1910543
52502,2959,5.0,10228296
82873,266,3.5,7676508
21473,33794,4.0,11447109
11567,741,5.0,3371774
57478,587,3.0,8213482
63919,3114,3.5,5245546
18558,3160,4.5,7869865
19151,2085,4.0,17713307
75823,1036,4.5,2276593
46159,8807,3.5,15798993
36097,5952,5.0,7559218
26277,314,3.0,18461784
62082,4022,4.0,17849010
5645,2959,3.5,11198026
3254,2268,3.0,14287413
34642,5349,4.0,2685185
40995,3160,4.0,4041861
37010,4187,3.5,13227398
76706,6218,3.5,13568568
86857,1303,3.0,1642888
38457,1584,5.0,14271393
7374,1291,3.5,16499371
23326,4896,4.5,16380046
3876,5882,3.5,12530109
19947,836,3.0,19475201
22852,5989,3.5,16704747
48140,72737,4.0,18953409
1660,9,3.0,6290952
86389,1033,3.0,17002659
26324,6213,4.5,8228252
24707,106918,3.5,9741939
81224,95,3.0,5082480
39610,589,3.0,17171065
72140,5995,4.0,15547483
11294,53121,3.0,16095565
51282,3088,5.0,13758942
32055,1376,4.0,11229693
64143,2857,3.0,19891742
34104,1245,3.0,7579419
71217,73017,3.0,15070557
38863,3247,3.0,9640331
17984,3578,4.0,14571697
51818,34,4.0,10362517
50602,2010,4.0,17136613
23186,1994,3.0,10804991
83561,4306,4.0,6222314
10886,6857,4.5,17044078
84694,454,3.0,11147858
52969,892,4.0,17130004
11686,2571,5.0,18473874
9105,3633,3.5,8234736
29286,3199,3.0,10013327
75243,7104,3.0,6096023
10000,253,4.0,18501736
83948,5451,4.0,10864056
65879,1220,4.0,18205986
68874,356,4.0,16392227
2740,4361,4.5,17488391
40425,33493,5.0,14916367
80684,2302,4.5,10031493
86897,48516,4.5,14216615
81282,5989,4.0,19727069
29250,648,3.5,18940745
87204,6709,4.0,5757212
35265,508,3.0,12361436
84115,2028,3.0,11333033
30298,7995,3.0,2772647
59882,2396,4.0,7843145
28884,1411,3.5,19930677
72704,1407,3.0,13804360
80305,4370,3.0,18914384
7271,32,3.5,9694127
64098,477,4.0,1053887
52493,2692,4.0,18617616
57106,3396,5.0,451705
78425,110,5.0,17533024
64735,1356,4.0,16508015
83111,355,3.5,476531
68234,2529,3.5,14988667
68467,56757,4.0,16375759
55753,2002,3.0,6950036
64809,1544,4.0,6805760
67807,6127,4.0,4823666
56634,1580,4.0,16054075
20017,2881,5.0,2961450
25432,1264,3.0,7133499
45011,2959,4.5,14710830
21142,380,3.0,1030668
74161,1293,4.0,3147698
23660,4646,3.0,6226118
57216,1291,3.0,6876095
43814,1962,3.5,17002659
15696,63859,4.5,14870520
10989,2470,4.0,4174671
50202,1093,3.0,2938393
47669,6170,4.0,8947062
46733,505,3.0,8133395
63377,296,4.0,19085469
81369,1588,3.0,11228015
58010,91622,3.0,12700051
77880,7454,3.0,13630847
81164,5464,3.5,12600408
8366,6502,4.5,345257
42662,141,5.0,19461841
19625,2985,3.5,6053622
44754,852,4.0,4367207
39103,780,3.5,1866893
51886,64620,3.0,17362653
73455,2571,4.5,2311403
49904,6565,3.5,8177136
24485,1610,3.0,1388269
24821,532,4.0,9352208
80031,6711,4.5,10962984
22433,1224,5.0,8420002
82779,2762,5.0,14914528
14332,2916,3.0,5698343
58605,3863,4.0,18884647
74803,4436,4.0,19397723
77650,798,3.0,7499261
80318,2959,5.0,5990360
24210,6193,3.0,2047319
85366,6333,3.0,12738095
36576,3098,4.5,12368670
83507,2376,4.0,10852303
58545,3114,5.0,18282215
82522,368,3.0,3725608
46672,4901,3.0,14750551
14341,2109,4.0,9597734
12311,40581,4.5,3690798
35248,2997,4.5,9358172
55963,61215,3.0,9044312
58751,1225,4.0,68010
26604,8966,4.0,16761490
50679,6016,5.0,7091365
65078,4973,4.5,7371917
67486,3301,3.0,19654145
56131,38061,4.5,8202943
56859,4018,3.5,194534
50326,6350,4.5,2401973
63344,608,4.5,7465076
31913,4816,3.5,3995103
85046,111362,4.5,18664642
78695,4270,3.5,18884289
55165,8833,3.0,28646
74025,539,3.5,1757623
55047,1186,5.0,15969989
62744,26084,3.5,132219
4595,8874,5.0,14091038
62216,2005,4.0,18906168
76277,1732,4.5,4260259
76146,2467,4.0,2132030
83918,42718,5.0,8287816
77018,1361,4.0,17676408
52229,1617,5.0,9684072
71081,33463,5.0,13986912
78810,2660,4.0,6973808
41935,1226,4.0,6795509
14558,457,3.5,11558182
53696,3408,3.5,14271393
57832,474,3.0,1691450
61936,3534,3.0,9600968
36484,5015,4.0,16912875
48351,1097,3.0,1318524
41516,4678,4.0,19988901
19932,1073,4.0,9065530
85110,534,5.0,9077550
83485,293,4.0,5763105
3630,5528,4.0,15924570
17464,2943,3.0,1163478
6447,357,3.5,8224947
18005,45722,4.0,2259571
87383,30793,3.5,6022349
39690,1291,3.0,15659075
18517,90057,3.5,4784015
40225,2208,5.0,17389463
45414,1466,3.0,3115086
67268,5444,3.5,8249077
16208,906,3.5,12839970
58574,2231,3.5,9418291
59377,4873,4.5,12469492
56660,3301,3.5,17532041
30398,2054,3.5,6481986
74001,1036,4.5,12618715
39364,2918,5.0,3212603
3107,3526,4.5,15950735
42944,8360,3.0,11326283
55688,2248,4.0,2519530
37567,2055,3.0,7375524
64038,1131,4.5,9618327
21300,441,4.5,12241825
40524,2359,4.0,14764696
33839,2355,4.0,19446446
54023,5989,4.0,15984688
17501,50872,4.5,18532743
58421,1240,4.0,9662068
44194,6539,3.0,6864538
46442,1097,3.0,5547387
13651,2716,4.5,9806415
65872,59315,3.5,11557200
49098,1597,3.0,9634438
59651,491,3.5,5945067
69070,7317,4.5,3525018
54756,293,4.5,17312056
47979,6874,4.0,11200349
1211,1240,4.0,14025847
61966,3882,3.0,2372307
18358,1201,5.0,12077152
73360,3409,3.5,2713315
29002,62511,4.5,14884862
18081,2393,5.0,13011252
86579,265,4.5,3734252
14390,5989,4.0,14040617
75412,3386,3.5,4051059
47076,1210,4.0,4897143
25469,780,3.5,6237709
69263,25,5.0,1762963
8533,2991,4.0,4055775
47251,5816,4.0,7193884
81179,7420,3.5,18722992
34705,2160,4.0,4654635
10397,2699,4.0,15481471
63306,1200,3.0,11184757
33451,3508,3.0,1315935
52712,4954,4.0,16603926
80200,1009,3.5,4549365
32953,3361,4.0,4300051
59020,671,3.5,16068292
82750,1210,4.0,12336520
74130,597,4.0,5228811
23930,329,3.0,2905190
7556,3654,5.0,4663708
2957,4148,3.0,19402347
80830,377,3.0,13876302
83618,3334,3.5,9266424
86127,3006,4.5,12241825
31775,8207,4.0,3804622
68690,1375,4.0,7922945
14768,7153,4.0,19121886
79401,6370,4.5,9484963
75242,6331,4.0,5382518
37394,468,3.0,16140913
77751,2558,4.0,11367415
26834,3052,3.0,13347277
65472,7438,3.5,10501311
42158,80219,3.5,17460815
26908,1885,4.5,8268688
53496,555,4.0,5347779
4034,3179,3.0,11275237
53435,610,4.0,3900461
63805,1012,4.0,19137568
82066,466,4.0,19039764
51371,63131,3.5,6297078
43819,5971,3.0,14537316
19180,653,4.0,7711051
69595,465,3.5,14215703
19206,7438,4.5,1967715
59011,85131,3.0,8184440
69558,2459,4.5,14512491
66204,1586,4.0,3947648
55443,8371,4.0,11930750
70845,6269,5.0,11973579
80708,345,3.0,11912479
55538,1259,4.0,11422068
70364,586,4.0,2808993
51070,50,3.5,3271381
62725,858,5.0,15132710
557,6188,5.0,6852036
83897,3408,3.0,13730062
14973,4896,5.0,782820
37193,40583,3.0,18149530
9842,7173,3.0,18505399
48843,74789,3.0,17288551
36509,57526,4.0,6808082
20769,3362,3.0,5487198
83231,3617,4.0,5961963
64965,1179,4.0,16007317
30858,1704,3.0,209696
9281,465,4.0,16999999
59407,4878,3.5,13803378
69145,2081,4.5,12999141
17037,41997,4.5,1705953
32330,5378,3.0,2003935
19001,2294,3.0,19513244
30655,3147,3.5,7965775
78682,2819,4.0,7157110
35295,1060,3.0,2147516
64476,1625,4.5,19873309
23875,2890,3.0,15611047
20588,2395,5.0,6560375
65953,6953,3.5,12307444
30039,1226,3.0,13737920
59343,556,4.0,13296036
28986,5952,5.0,15241160
67503,56367,4.0,29075
17394,7387,5.0,4106891
1428,1370,4.0,8234736
47011,55820,4.0,19880614
50058,509,5.0,13354582
16963,64839,4.0,422397
63733,724,3.0,6107846
85738,1374,3.0,2512421
84525,720,4.0,10910528
20927,2006,4.0,1061674
29345,2529,4.0,2357179
59249,30749,3.5,13599966
31865,2117,5.0,6351695
7176,81158,4.0,19274378
51929,43883,4.0,15890975
63457,82167,3.5,16266489
10317,1680,5.0,14890631
187,3398,3.5,16043537
8646,1511,3.0,14561909
41838,185,4.0,18736084
28574,4776,3.0,10435208
49642,55247,3.5,37915
4343,589,3.0,8461849
30869,1907,3.5,15560556
55418,1104,3.5,8787462
47678,1297,5.0,17411467
71243,80463,3.5,12644578
81873,1092,3.0,15655842
69889,4006,5.0,12333020
69400,2692,4.0,4020870
71399,47640,4.0,18210077
58573,1407,5.0,19351589
50272,6942,4.0,2898314
81720,83,3.5,19352213
25525,947,3.5,16481458
11163,6281,3.5,1198217
70927,1769,4.0,6193344
80567,2065,5.0,7346966
11352,2747,4.0,14026562
48040,7572,4.5,574960
26842,162,5.0,14310686
33544,6377,4.0,12760723
75122,269,3.0,15237890
5036,326,5.0,3039215
4275,7811,5.0,2751358
23475,715,3.0,19668290
60241,4721,3.5,7163790
69227,2423,4.5,14646354
38749,1094,4.0,11194384
33314,1035,5.0,8175600
49238,348,3.0,12987908
14794,4366,4.0,632917
80436,1162,5.0,11111476
56025,708,4.0,1808543
71455,1256,4.0,10377145
3247,4299,3.0,15363824
8382,527,4.0,1756712
80998,1274,4.0,12353059
72776,2792,4.0,9880180
55456,68554,4.0,12767761
14808,56274,3.5,6229423
44975,663,5.0,2696222
12652,172,3.0,12007407
15456,6365,3.5,17847957
45442,4874,3.5,7533572
22071,7090,3.0,11450448
46782,150,4.0,17510037
48047,361,3.5,19550285
48378,2706,5.0,6603563
27310,1014,5.0,19351035
22855,4945,4.5,19857003
79136,1982,5.0,18343673
36904,40819,3.5,9392554
47342,514,3.5,3512836
22298,3448,3.5,14080268
26560,3969,3.0,10270893
69142,1148,5.0,2335533
71340,3247,4.0,6610706
30004,1267,3.5,18362373
85520,1537,4.0,10750928
81918,2628,3.5,19954878
5325,1282,4.0,9512433
23917,4995,4.0,3114370
31329,6785,4.0,8173207
611,6377,4.5,17397034
13451,2700,3.0,2548642
76476,423,3.0,11128835
62590,2944,4.0,8812841
38076,4848,3.0,7617533
67164,16,5.0,10041120
55870,1967,4.0,4690694
19035,3481,4.0,18205004
61414,227,3.0,18094394
69959,3462,5.0,18284608
41937,1090,4.0,647617
31785,53123,5.0,17092176
32100,5218,3.5,11747448
64931,44199,4.0,3864544
111,7153,4.5,19406367
59548,6016,4.5,18032115
50450,593,4.0,13648493
66474,441,4.0,19400116
68319,2336,4.0,12374010
36167,2249,3.5,13011484
19924,2402,3.0,15415851
84397,76317,3.5,19968791
45668,1527,4.0,13276746
68511,6979,4.0,10886559
49216,2692,4.0,17352402
55844,1584,3.5,17193784
46703,48516,4.0,6463911
33081,2060,4.0,15822408
20197,1092,4.5,2444016
18382,4239,4.0,13874267
16231,2735,4.0,11048839
33981,68237,5.0,9426577
86859,79318,3.0,11214137
70106,3448,3.5,9869213
41224,186,3.0,1637029
76296,1357,3.0,6218652
85962,1197,4.5,14531190
59132,6993,3.5,1040028
52978,1003,4.0,6433817
31525,4495,3.0,4597177
7692,1721,3.0,3921125
64698,5291,4.5,3027266
49151,3452,4.0,2177449
64651,318,5.0,16502479
13719,208,3.0,15628265
5998,34048,3.0,10245781
8457,595,3.5,6326673
20583,5816,4.0,16926325
48385,1380,4.5,15607315
37061,4700,3.5,9353457
4764,6001,3.5,2430889
37051,34,5.0,1363157
1601,539,3.0,18894969
41914,53956,4.0,13184640
52947,481,5.0,4250114
12450,1282,4.5,14346977
42350,5266,4.0,9842690
84350,2657,3.5,19825926
43652,1356,3.0,13023271
21943,2859,4.0,1998
16962,1513,4.0,6961431
38535,1193,4.0,16852132
82565,1242,3.5,8270457
63600,1407,4.0,11873936
37480,41569,4.5,13761763
83002,224,3.0,5440939
47097,2355,5.0,11625534
27155,1222,4.0,9398805
11642,1210,5.0,4244774
75587,69712,4.0,4740561
31429,1196,5.0,5445225
74030,6779,4.0,4975604
70716,5255,3.0,3110566
15849,1193,5.0,3690798
51382,1391,4.0,6918048
37731,3787,5.0,6287576
34871,1573,4.0,6456803
8783,3681,4.5,1658766
48424,110966,3.5,2734694
23149,2617,3.0,996216
10042,1719,3.0,3924929
9867,7881,3.5,5204843
83212,2617,3.5,16266489
81350,73323,4.5,15383506
66138,1377,3.0,10232154
84838,150,3.0,10318992
28514,5339,5.0,11678061
16888,27376,4.5,4823666
29008,7153,3.5,16412891
75561,318,5.0,13038757
57731,904,5.0,15613994
35536,5015,4.0,17543990
32580,3252,4.0,9057868
20439,2406,4.0,19446446
62071,317,3.0,19899957
21422,5051,4.0,19839124
